phase,method,shape,context,batch,layout,trial,order_in_pair,random_seed,host_enqueue_ms,gpu_ms,end_to_end_ms,max_abs_error,logical_kv_bytes
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,0,1,20289635,0.033900,0.933888,0.964800,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,0,0,20289635,0.039500,1.026048,1.062500,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,1,0,20289635,0.036700,0.931840,0.958500,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,1,1,20289635,0.027700,1.005568,1.029100,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,2,1,20289635,0.026700,0.911360,0.935800,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,2,0,20289635,0.027000,1.005408,1.028700,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,3,1,20289635,0.079900,0.941056,0.985400,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,3,0,20289635,0.031900,0.999424,1.014000,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,4,0,20289635,0.025300,0.913280,0.920000,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,4,1,20289635,0.009300,1.003520,1.011200,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,5,1,20289635,0.087300,0.955392,1.013400,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,5,0,20289635,0.011500,1.002496,1.036500,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,6,0,20289635,0.032800,0.932864,0.962100,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,6,1,20289635,0.042200,1.029120,1.045100,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,7,1,20289635,0.013200,0.918528,0.926500,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,7,0,20289635,0.057400,1.020928,1.057700,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,8,1,20289635,0.012400,0.915456,0.924600,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,8,0,20289635,0.013100,1.009664,1.018700,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,9,0,20289635,0.012900,0.916448,0.924800,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,9,1,20289635,0.009000,1.008640,1.014800,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,10,1,20289635,0.050800,0.934912,0.961600,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,10,0,20289635,0.008800,1.004544,1.015200,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,11,0,20289635,0.013700,0.916480,0.926100,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,11,1,20289635,0.011300,1.008480,1.016400,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,12,0,20289635,0.011500,0.912384,0.920500,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,12,1,20289635,0.011600,1.005280,1.014000,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,13,1,20289635,0.011700,0.913408,0.924500,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,13,0,20289635,0.011500,1.001472,1.010200,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,14,0,20289635,0.032200,0.923584,0.940500,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,14,1,20289635,0.015500,1.005376,1.013900,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,15,0,20289635,0.010900,0.919552,0.926000,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,15,1,20289635,0.009200,1.002496,1.008800,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,16,0,20289635,0.011300,0.910336,0.919100,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,16,1,20289635,0.011900,1.004544,1.013200,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,17,1,20289635,0.087300,0.955392,1.016200,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,17,0,20289635,0.011600,1.005568,1.049600,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,18,1,20289635,0.037200,0.933888,0.962900,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,18,0,20289635,0.068400,1.059840,1.093400,0.000000000,8388608
confirmatory,contiguous,qwen2.5-7b-shape,1024,4,fragmented,19,1,20289635,0.029500,0.914432,0.938700,0.000000000,8388608
confirmatory,paged,qwen2.5-7b-shape,1024,4,fragmented,19,0,20289635,0.026800,1.002496,1.049300,0.000000000,8388608
