phase,method,shape,context,batch,layout,trial,order_in_pair,random_seed,host_enqueue_ms,gpu_ms,end_to_end_ms,max_abs_error,logical_kv_bytes
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,0,0,20272213,0.009500,0.018432,0.025000,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,0,1,20272213,0.008500,0.019456,0.025600,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,1,0,20272213,0.009500,0.018432,0.025400,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,1,1,20272213,0.008200,0.018432,0.025100,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,2,1,20272213,0.033800,0.037824,0.049100,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,2,0,20272213,0.008400,0.019456,0.025100,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,3,1,20272213,0.010100,0.017408,0.023500,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,3,0,20272213,0.007900,0.018432,0.024600,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,4,0,20272213,0.039400,0.036000,0.043300,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,4,1,20272213,0.008000,0.019456,0.025100,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,5,1,20272213,0.008300,0.017216,0.023400,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,5,0,20272213,0.008300,0.019456,0.024900,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,6,1,20272213,0.018300,0.018400,0.033600,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,6,0,20272213,0.007900,0.019392,0.024900,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,7,1,20272213,0.008100,0.017408,0.023700,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,7,0,20272213,0.028700,0.019456,0.045800,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,8,0,20272213,0.008900,0.017408,0.023900,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,8,1,20272213,0.008400,0.019456,0.025700,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,9,0,20272213,0.008600,0.018080,0.024000,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,9,1,20272213,0.008600,0.019456,0.025200,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,10,0,20272213,0.008400,0.017408,0.023800,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,10,1,20272213,0.021000,0.019456,0.038200,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,11,0,20272213,0.013700,0.017408,0.029500,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,11,1,20272213,0.008200,0.019360,0.025300,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,12,1,20272213,0.008200,0.017408,0.023700,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,12,0,20272213,0.022300,0.019456,0.026100,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,13,1,20272213,0.021600,0.018432,0.037400,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,13,0,20272213,0.008500,0.019456,0.026100,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,14,0,20272213,0.022200,0.020480,0.026400,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,14,1,20272213,0.013800,0.019456,0.031100,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,15,0,20272213,0.008600,0.018176,0.023800,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,15,1,20272213,0.008500,0.019456,0.025500,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,16,1,20272213,0.008000,0.017408,0.023300,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,16,0,20272213,0.009000,0.019456,0.025500,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,17,1,20272213,0.008500,0.017184,0.023600,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,17,0,20272213,0.020300,0.019456,0.037500,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,18,1,20272213,0.008400,0.016384,0.023600,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,18,0,20272213,0.009600,0.018432,0.026800,0.000000000,34816
confirmatory,contiguous,qwen2.5-7b-shape,17,1,fragmented,19,0,20272213,0.008500,0.017408,0.023900,0.000000000,34816
confirmatory,paged,qwen2.5-7b-shape,17,1,fragmented,19,1,20272213,0.008300,0.019456,0.025100,0.000000000,34816
