scenario,seed,policy,eviction_penalty,requests,prefill_tokens_total,prefill_tokens_p95,cache_hit_ratio,evicted_tokens_total
one-shot,13,cost-aware-1.0,1.0,1000.0,35171.0,65.0,0.3633055756698045,34732.0
one-shot,14,LRU,0.0,1000.0,35549.0,65.0,0.35940822431253827,35294.0
one-shot,14,upstream-LCP,0.0,1000.0,35290.0,64.0,0.3640753955382564,35035.0
one-shot,14,cost-aware-0.25,0.25,1000.0,35381.0,64.04999999999995,0.3624355786211122,34944.0
one-shot,14,cost-aware-0.5,0.5,1000.0,35381.0,64.04999999999995,0.3624355786211122,34944.0
one-shot,14,cost-aware-1.0,1.0,1000.0,35381.0,64.04999999999995,0.3624355786211122,34944.0
one-shot,15,LRU,0.0,1000.0,35844.0,70.0,0.3579910802242482,35625.0
one-shot,15,upstream-LCP,0.0,1000.0,35692.0,69.04999999999995,0.3607135820601458,35473.0
one-shot,15,cost-aware-0.25,0.25,1000.0,35735.0,69.04999999999995,0.3599434006197274,35237.0
one-shot,15,cost-aware-0.5,0.5,1000.0,35735.0,69.04999999999995,0.3599434006197274,35237.0
one-shot,15,cost-aware-1.0,1.0,1000.0,35735.0,69.04999999999995,0.3599434006197274,35237.0
one-shot,16,LRU,0.0,1000.0,36066.0,70.0,0.35668801170112197,35847.0
one-shot,16,upstream-LCP,0.0,1000.0,35876.0,70.0,0.3600770561689528,35657.0
one-shot,16,cost-aware-0.25,0.25,1000.0,35854.0,70.0,0.3604694718441753,35374.0
one-shot,16,cost-aware-0.5,0.5,1000.0,35854.0,70.0,0.3604694718441753,35374.0
one-shot,16,cost-aware-1.0,1.0,1000.0,35854.0,70.0,0.3604694718441753,35374.0
one-shot,17,LRU,0.0,1000.0,35175.0,66.0,0.36277173913043476,34957.0
one-shot,17,upstream-LCP,0.0,1000.0,35074.0,65.0,0.3646014492753623,34856.0
one-shot,17,cost-aware-0.25,0.25,1000.0,35238.0,66.0,0.3616304347826087,34821.0
one-shot,17,cost-aware-0.5,0.5,1000.0,35238.0,66.0,0.3616304347826087,34821.0
one-shot,17,cost-aware-1.0,1.0,1000.0,35238.0,66.0,0.3616304347826087,34821.0
one-shot,18,LRU,0.0,1000.0,36082.0,66.0,0.356035052024772,35878.0
one-shot,18,upstream-LCP,0.0,1000.0,35971.0,66.0,0.35801609823133623,35767.0
one-shot,18,cost-aware-0.25,0.25,1000.0,36047.0,66.0,0.356659706234049,35617.0
one-shot,18,cost-aware-0.5,0.5,1000.0,36047.0,66.0,0.356659706234049,35617.0
one-shot,18,cost-aware-1.0,1.0,1000.0,36047.0,66.0,0.356659706234049,35617.0
one-shot,19,LRU,0.0,1000.0,35557.0,68.0,0.35997912016703865,35386.0
one-shot,19,upstream-LCP,0.0,1000.0,35402.0,67.0,0.3627690978472172,35231.0
one-shot,19,cost-aware-0.25,0.25,1000.0,35474.0,67.0,0.3614731082151343,35029.0
one-shot,19,cost-aware-0.5,0.5,1000.0,35474.0,67.0,0.3614731082151343,35029.0
one-shot,19,cost-aware-1.0,1.0,1000.0,35474.0,67.0,0.3614731082151343,35029.0
cache-pressure,0,LRU,0.0,1000.0,312262.0,679.1999999999998,0.07848987336915944,311060.0
cache-pressure,0,upstream-LCP,0.0,1000.0,288125.0,673.05,0.14972009006696,286923.0
cache-pressure,0,cost-aware-0.25,0.25,1000.0,293462.0,644.0999999999999,0.13397017638604847,290072.0
cache-pressure,0,cost-aware-0.5,0.5,1000.0,293462.0,644.0999999999999,0.13397017638604847,290072.0
cache-pressure,0,cost-aware-1.0,1.0,1000.0,293462.0,644.0999999999999,0.13397017638604847,290072.0
cache-pressure,1,LRU,0.0,1000.0,370223.0,866.5499999999995,0.08172214767431189,368359.0
cache-pressure,1,upstream-LCP,0.0,1000.0,331929.0,830.05,0.17670417763182372,330344.0
cache-pressure,1,cost-aware-0.25,0.25,1000.0,342567.0,795.0,0.15031835127030466,337355.0
cache-pressure,1,cost-aware-0.5,0.5,1000.0,342567.0,795.0,0.15031835127030466,337355.0
cache-pressure,1,cost-aware-1.0,1.0,1000.0,342567.0,795.0,0.15031835127030466,337355.0
cache-pressure,2,LRU,0.0,1000.0,333152.0,793.05,0.08744730563689304,332347.0
cache-pressure,2,upstream-LCP,0.0,1000.0,301753.0,771.05,0.17345381933126436,300948.0
cache-pressure,2,cost-aware-0.25,0.25,1000.0,319572.0,759.05,0.1246449379172065,315935.0
cache-pressure,2,cost-aware-0.5,0.5,1000.0,319572.0,759.05,0.1246449379172065,315935.0
cache-pressure,2,cost-aware-1.0,1.0,1000.0,319572.0,759.05,0.1246449379172065,315935.0
cache-pressure,3,LRU,0.0,1000.0,348634.0,806.0999999999999,0.07895244360256684,347026.0
cache-pressure,3,upstream-LCP,0.0,1000.0,316223.0,762.4499999999996,0.16457826423508462,314615.0
cache-pressure,3,cost-aware-0.25,0.25,1000.0,325950.0,740.5999999999995,0.13888074310668685,321381.0
cache-pressure,3,cost-aware-0.5,0.5,1000.0,325950.0,740.5999999999995,0.13888074310668685,321381.0
cache-pressure,3,cost-aware-1.0,1.0,1000.0,325950.0,740.5999999999995,0.13888074310668685,321381.0
cache-pressure,4,LRU,0.0,1000.0,377069.0,922.4499999999996,0.0839680006219132,375845.0
cache-pressure,4,upstream-LCP,0.0,1000.0,332495.0,851.0,0.19225377945888691,331271.0
cache-pressure,4,cost-aware-0.25,0.25,1000.0,343496.0,808.05,0.1655285169070507,338387.0
cache-pressure,4,cost-aware-0.5,0.5,1000.0,343496.0,808.05,0.1655285169070507,338387.0
cache-pressure,4,cost-aware-1.0,1.0,1000.0,343496.0,808.05,0.1655285169070507,338387.0
cache-pressure,5,LRU,0.0,1000.0,356792.0,824.2499999999998,0.1067068590828518,354330.0
cache-pressure,5,upstream-LCP,0.0,1000.0,312521.0,792.1499999999999,0.21754729452294874,310059.0
cache-pressure,5,cost-aware-0.25,0.25,1000.0,327866.0,778.1999999999998,0.17912831862838371,322262.0
cache-pressure,5,cost-aware-0.5,0.5,1000.0,327866.0,778.1999999999998,0.17912831862838371,322262.0
cache-pressure,5,cost-aware-1.0,1.0,1000.0,327866.0,778.1999999999998,0.17912831862838371,322262.0
cache-pressure,6,LRU,0.0,1000.0,311532.0,702.6499999999994,0.07993821600181926,310677.0
cache-pressure,6,upstream-LCP,0.0,1000.0,286499.0,688.0999999999999,0.15386932625317853,285644.0
cache-pressure,6,cost-aware-0.25,0.25,1000.0,298597.0,679.05,0.11813974642571301,294838.0
cache-pressure,6,cost-aware-0.5,0.5,1000.0,298597.0,679.05,0.11813974642571301,294838.0
cache-pressure,6,cost-aware-1.0,1.0,1000.0,298597.0,679.05,0.11813974642571301,294838.0
cache-pressure,7,LRU,0.0,1000.0,355762.0,837.2999999999997,0.09877772289141366,355150.0
cache-pressure,7,upstream-LCP,0.0,1000.0,308485.0,765.2999999999997,0.21854061379843193,307873.0
cache-pressure,7,cost-aware-0.25,0.25,1000.0,328374.0,770.05,0.1681574647566212,323352.0
cache-pressure,7,cost-aware-0.5,0.5,1000.0,328374.0,770.05,0.1681574647566212,323352.0
cache-pressure,7,cost-aware-1.0,1.0,1000.0,328374.0,770.05,0.1681574647566212,323352.0
cache-pressure,8,LRU,0.0,1000.0,312993.0,719.1999999999998,0.10036474845578323,311187.0
cache-pressure,8,upstream-LCP,0.0,1000.0,283746.0,680.05,0.18442935118464204,281940.0
cache-pressure,8,cost-aware-0.25,0.25,1000.0,294639.0,669.5499999999995,0.15311961967284737,290192.0
cache-pressure,8,cost-aware-0.5,0.5,1000.0,294639.0,669.5499999999995,0.15311961967284737,290192.0
cache-pressure,8,cost-aware-1.0,1.0,1000.0,294639.0,669.5499999999995,0.15311961967284737,290192.0
cache-pressure,9,LRU,0.0,1000.0,349082.0,775.2999999999997,0.10115432052671829,347943.0
cache-pressure,9,upstream-LCP,0.0,1000.0,308784.0,738.05,0.2049169986121375,307645.0
cache-pressure,9,cost-aware-0.25,0.25,1000.0,301257.0,690.3499999999997,0.22429815097575231,295644.0
cache-pressure,9,cost-aware-0.5,0.5,1000.0,301257.0,690.3499999999997,0.22429815097575231,295644.0
cache-pressure,9,cost-aware-1.0,1.0,1000.0,301257.0,690.3499999999997,0.22429815097575231,295644.0
cache-pressure,10,LRU,0.0,1000.0,361993.0,787.05,0.1905452967983435,359862.0
cache-pressure,10,upstream-LCP,0.0,1000.0,317089.0,742.2499999999998,0.2909553986306087,314958.0
cache-pressure,10,cost-aware-0.25,0.25,1000.0,317941.0,725.05,0.28905023635639954,310982.0
cache-pressure,10,cost-aware-0.5,0.5,1000.0,317941.0,725.05,0.28905023635639954,310982.0
cache-pressure,10,cost-aware-1.0,1.0,1000.0,317941.0,725.05,0.28905023635639954,310982.0
cache-pressure,11,LRU,0.0,1000.0,372049.0,961.9499999999991,0.08022951678854492,370088.0
cache-pressure,11,upstream-LCP,0.0,1000.0,319176.0,842.0999999999999,0.21094086061379178,317634.0
cache-pressure,11,cost-aware-0.25,0.25,1000.0,321233.0,783.1999999999998,0.20585559527517788,315119.0
cache-pressure,11,cost-aware-0.5,0.5,1000.0,321233.0,783.1999999999998,0.20585559527517788,315119.0
cache-pressure,11,cost-aware-1.0,1.0,1000.0,321233.0,783.1999999999998,0.20585559527517788,315119.0
cache-pressure,12,LRU,0.0,1000.0,347343.0,796.05,0.1005531185424187,346469.0
cache-pressure,12,upstream-LCP,0.0,1000.0,300207.0,723.0999999999999,0.22261208677953462,299333.0
cache-pressure,12,cost-aware-0.25,0.25,1000.0,305326.0,708.4999999999995,0.20935640410799278,299458.0
cache-pressure,12,cost-aware-0.5,0.5,1000.0,305326.0,708.4999999999995,0.20935640410799278,299458.0
cache-pressure,12,cost-aware-1.0,1.0,1000.0,305326.0,708.4999999999995,0.20935640410799278,299458.0
cache-pressure,13,LRU,0.0,1000.0,336412.0,781.0999999999999,0.08774574938308431,334220.0
cache-pressure,13,upstream-LCP,0.0,1000.0,307087.0,737.4999999999995,0.1672668601025029,305419.0
cache-pressure,13,cost-aware-0.25,0.25,1000.0,322150.0,734.0999999999999,0.12642026195189413,317782.0
cache-pressure,13,cost-aware-0.5,0.5,1000.0,322150.0,734.0999999999999,0.12642026195189413,317782.0
cache-pressure,13,cost-aware-1.0,1.0,1000.0,322150.0,734.0999999999999,0.12642026195189413,317782.0
cache-pressure,14,LRU,0.0,1000.0,365806.0,917.0,0.08851114300522266,364706.0
cache-pressure,14,upstream-LCP,0.0,1000.0,316206.0,805.1499999999999,0.21210082526013635,315106.0
cache-pressure,14,cost-aware-0.25,0.25,1000.0,330798.0,776.05,0.1757415380935295,325420.0
cache-pressure,14,cost-aware-0.5,0.5,1000.0,330798.0,776.05,0.1757415380935295,325420.0
cache-pressure,14,cost-aware-1.0,1.0,1000.0,330798.0,776.05,0.1757415380935295,325420.0
cache-pressure,15,LRU,0.0,1000.0,306344.0,697.1499999999999,0.09934849589575934,305440.0
cache-pressure,15,upstream-LCP,0.0,1000.0,280860.0,666.0,0.17427146788343487,279956.0
cache-pressure,15,cost-aware-0.25,0.25,1000.0,294128.0,654.05,0.13526354164216667,289973.0
cache-pressure,15,cost-aware-0.5,0.5,1000.0,294128.0,654.05,0.13526354164216667,289973.0
cache-pressure,15,cost-aware-1.0,1.0,1000.0,294128.0,654.05,0.13526354164216667,289973.0
cache-pressure,16,LRU,0.0,1000.0,347491.0,795.0999999999999,0.0920276657843647,345803.0
cache-pressure,16,upstream-LCP,0.0,1000.0,320217.0,766.1499999999999,0.16329292860670322,318529.0
cache-pressure,16,cost-aware-0.25,0.25,1000.0,312377.0,706.1499999999999,0.1837783601725584,307023.0
cache-pressure,16,cost-aware-0.5,0.5,1000.0,312377.0,706.1499999999999,0.1837783601725584,307023.0
cache-pressure,16,cost-aware-1.0,1.0,1000.0,312377.0,706.1499999999999,0.1837783601725584,307023.0
cache-pressure,17,LRU,0.0,1000.0,328463.0,769.05,0.08439817137759938,326800.0
cache-pressure,17,upstream-LCP,0.0,1000.0,298614.0,727.2999999999997,0.1676032781401572,296951.0
cache-pressure,17,cost-aware-0.25,0.25,1000.0,312444.0,703.3999999999996,0.12905168088309082,308174.0
cache-pressure,17,cost-aware-0.5,0.5,1000.0,312444.0,703.3999999999996,0.12905168088309082,308174.0
cache-pressure,17,cost-aware-1.0,1.0,1000.0,312444.0,703.3999999999996,0.12905168088309082,308174.0
cache-pressure,18,LRU,0.0,1000.0,377212.0,878.05,0.07724748648450304,375094.0
cache-pressure,18,upstream-LCP,0.0,1000.0,331694.0,794.1999999999998,0.18859561143863598,329576.0
cache-pressure,18,cost-aware-0.25,0.25,1000.0,342337.0,787.0999999999999,0.16256023875339418,336701.0
cache-pressure,18,cost-aware-0.5,0.5,1000.0,342337.0,787.0999999999999,0.16256023875339418,336701.0
cache-pressure,18,cost-aware-1.0,1.0,1000.0,342337.0,787.0999999999999,0.16256023875339418,336701.0
cache-pressure,19,LRU,0.0,1000.0,366259.0,919.2499999999998,0.08053903565035987,365245.0
cache-pressure,19,upstream-LCP,0.0,1000.0,330119.0,884.1999999999998,0.17126532292683908,329105.0
cache-pressure,19,cost-aware-0.25,0.25,1000.0,335100.0,812.1499999999999,0.15876096108610463,330403.0
cache-pressure,19,cost-aware-0.5,0.5,1000.0,335100.0,812.1499999999999,0.15876096108610463,330403.0
cache-pressure,19,cost-aware-1.0,1.0,1000.0,335100.0,812.1499999999999,0.15876096108610463,330403.0
