backend,policy,trials,requests,ttft_median_ms,ttft_p95_ms,tpot_p95_ms,latency_p95_ms,burst_median_ms,aggregate_output_tps
cpu,cacheflow,1,8,2311.128749999625,3079.281269999774,165.56472026666978,7110.667939999166,7928.409300000567,17.53189003498975
